text,label,rating,cleaned_text,vader_sentiment,vader_score,textblob_sentiment,textblob_polarity,lr_sentiment,true_sentiment
"Thrilled with my purchase, everything is perfect.",Positive,5,thrilled with my purchase everything is perfect,Positive,0.765,Positive,0.8,Positive,Positive
Above and beyond what I expected for this price.,Positive,5,above and beyond what i expected for this price,Neutral,0.0,Neutral,-0.05,Positive,Positive
Broke within the first week of use.,Negative,1,broke within the first week of use,Negative,-0.4215,Positive,0.25,Negative,Negative
It arrived intact and works as intended.,Neutral,3,it arrived intact and works as intended,Positive,0.2023,Neutral,0.0,Neutral,Neutral
"Average product, nothing special.",Neutral,3,average product nothing special,Negative,-0.3089,Positive,0.10357142857142858,Neutral,Neutral
"Outstanding performance, worth every penny.",Positive,5,outstanding performance worth every penny,Positive,0.7096,Positive,0.4,Positive,Positive
"Perfect condition, works exactly as shown in the description.",Positive,5,perfect condition works exactly as shown in the description,Positive,0.5719,Positive,0.625,Positive,Positive
"Disgusting quality, sent it back immediately.",Negative,1,disgusting quality sent it back immediately,Negative,-0.5267,Negative,-0.5,Negative,Negative
"Terrible purchase, already throwing it away.",Negative,1,terrible purchase already throwing it away,Negative,-0.4767,Negative,-1.0,Negative,Negative
The best part is how easy it is to set up.,Positive,5,the best part is how easy it is to set up,Positive,0.7964,Positive,0.7166666666666667,Positive,Positive
Serves its purpose adequately.,Neutral,3,serves its purpose adequately,Neutral,0.0,Positive,0.3333333333333333,Neutral,Neutral
Best purchase I've made this year.,Positive,5,best purchase ive made this year,Positive,0.6369,Positive,1.0,Positive,Positive
Disappointed with this purchase.,Negative,1,disappointed with this purchase,Negative,-0.4767,Negative,-0.75,Negative,Negative
Great customer support and fantastic product.,Positive,5,great customer support and fantastic product,Positive,0.886,Positive,0.6000000000000001,Positive,Positive
Awful experience from start to finish.,Negative,1,awful experience from start to finish,Negative,-0.4588,Negative,-1.0,Negative,Negative
"Superb quality, would buy again.",Positive,5,superb quality would buy again,Positive,0.6249,Positive,1.0,Positive,Positive
The worst online purchase I have ever made.,Negative,1,the worst online purchase i have ever made,Negative,-0.6249,Negative,-1.0,Negative,Negative
"Seems okay so far, time will tell how it holds up.",Neutral,3,seems okay so far time will tell how it holds up,Positive,0.2263,Positive,0.3,Neutral,Neutral
"The product itself is fine, shipping was slow.",Neutral,3,the product itself is fine shipping was slow,Positive,0.2023,Neutral,0.05833333333333332,Neutral,Neutral
"Useless product, complete waste of money.",Negative,1,useless product complete waste of money,Negative,-0.6808,Negative,-0.20000000000000004,Negative,Negative
One of the best products I have ever bought online.,Positive,5,one of the best products i have ever bought online,Positive,0.6369,Positive,1.0,Positive,Positive
"Completely useless, wasted my money.",Negative,1,completely useless wasted my money,Negative,-0.763,Negative,-0.35,Negative,Negative
"The quality is absolutely terrible, very disappointed.",Negative,1,the quality is absolutely terrible very disappointed,Negative,-0.7935,Negative,-0.9875,Negative,Negative
"Scam product, totally different from the description.",Negative,1,scam product totally different from the description,Negative,-0.5719,Neutral,0.0,Negative,Negative
"Very well made, I can tell it will last a long time.",Positive,5,very well made i can tell it will last a long time,Positive,0.3384,Neutral,0.05000000000000001,Positive,Positive
"Outstanding performance, worth every penny.",Positive,5,outstanding performance worth every penny,Positive,0.7096,Positive,0.4,Positive,Positive
Disappointed with this purchase.,Negative,1,disappointed with this purchase,Negative,-0.4767,Negative,-0.75,Negative,Negative
Exceeded my expectations. Very happy!,Positive,5,exceeded my expectations very happy,Positive,0.6115,Positive,1.0,Positive,Positive
Completely dissatisfied with this purchase.,Negative,1,completely dissatisfied with this purchase,Negative,-0.4391,Neutral,0.1,Negative,Negative
One of the best products I have ever bought online.,Positive,5,one of the best products i have ever bought online,Positive,0.6369,Positive,1.0,Positive,Positive
"This is exactly what I needed, works great.",Positive,5,this is exactly what i needed works great,Positive,0.6249,Positive,0.525,Positive,Positive
A wonderful product that I would recommend to anyone.,Positive,5,a wonderful product that i would recommend to anyone,Positive,0.7351,Positive,1.0,Positive,Positive
Very pleased with the quality and functionality.,Positive,5,very pleased with the quality and functionality,Positive,0.4927,Positive,0.65,Positive,Positive
Exactly as advertised and works perfectly.,Positive,5,exactly as advertised and works perfectly,Positive,0.6369,Positive,0.625,Positive,Positive
Very satisfied with this purchase.,Positive,5,very satisfied with this purchase,Positive,0.4754,Positive,0.65,Positive,Positive
The product works but feels a bit cheap.,Neutral,3,the product works but feels a bit cheap,Neutral,0.0,Positive,0.4,Neutral,Neutral
"Terrible purchase, already throwing it away.",Negative,1,terrible purchase already throwing it away,Negative,-0.4767,Negative,-1.0,Negative,Negative
Works as described. Fair.,Neutral,3,works as described fair,Positive,0.3182,Positive,0.7,Neutral,Neutral
"Excellent product, very sturdy and well designed.",Positive,5,excellent product very sturdy and well designed,Positive,0.7239,Positive,0.6,Positive,Positive
I expected a bit more for the price.,Neutral,3,i expected a bit more for the price,Neutral,0.0,Positive,0.2,Neutral,Neutral
"The quality is okay, nothing to write home about.",Neutral,3,the quality is okay nothing to write home about,Positive,0.2263,Positive,0.5,Neutral,Neutral
"Decent enough, no issues so far.",Neutral,3,decent enough no issues so far,Negative,-0.296,Neutral,0.08888888888888889,Neutral,Neutral
"Excellent product, very sturdy and well designed.",Positive,5,excellent product very sturdy and well designed,Positive,0.7239,Positive,0.6,Positive,Positive
"Perfect condition, works exactly as shown in the description.",Positive,5,perfect condition works exactly as shown in the description,Positive,0.5719,Positive,0.625,Positive,Positive
"Cheap and flimsy, do not recommend at all.",Negative,1,cheap and flimsy do not recommend at all,Negative,-0.2755,Positive,0.4,Negative,Negative
"Very cheaply made, fell apart immediately.",Negative,1,very cheaply made fell apart immediately,Neutral,0.0,Positive,0.52,Negative,Negative
The product is okay but the instructions were confusing.,Neutral,3,the product is okay but the instructions were confusing,Negative,-0.2263,Neutral,0.1,Neutral,Neutral
Smooth transaction and excellent product quality.,Positive,5,smooth transaction and excellent product quality,Positive,0.5719,Positive,0.7,Positive,Positive
I expected a bit more for the price.,Neutral,3,i expected a bit more for the price,Neutral,0.0,Positive,0.2,Neutral,Neutral
Smooth transaction and excellent product quality.,Positive,5,smooth transaction and excellent product quality,Positive,0.5719,Positive,0.7,Positive,Positive
Works but takes some getting used to.,Neutral,3,works but takes some getting used to,Neutral,0.0,Neutral,0.0,Neutral,Neutral
"Waste of packaging materials, the product is worthless.",Negative,1,waste of packaging materials the product is worthless,Negative,-0.6908,Negative,-0.5,Negative,Negative
Fast delivery and excellent product.,Positive,5,fast delivery and excellent product,Positive,0.5719,Positive,0.6,Positive,Positive
"The product itself is fine, shipping was slow.",Neutral,3,the product itself is fine shipping was slow,Positive,0.2023,Neutral,0.05833333333333332,Neutral,Neutral
"Highly recommended, the customer service was also excellent.",Positive,5,highly recommended the customer service was also excellent,Positive,0.6997,Positive,0.58,Positive,Positive
The product works but feels a bit cheap.,Neutral,3,the product works but feels a bit cheap,Neutral,0.0,Positive,0.4,Neutral,Neutral
I am extremely unhappy with this product.,Negative,1,i am extremely unhappy with this product,Negative,-0.4754,Negative,-0.6,Negative,Negative
It gets the job done but could be better.,Neutral,3,it gets the job done but could be better,Positive,0.5927,Positive,0.5,Neutral,Neutral
"Superb quality, would buy again.",Positive,5,superb quality would buy again,Positive,0.6249,Positive,1.0,Positive,Positive
"Perfect, arrived early and exactly as described.",Positive,5,perfect arrived early and exactly as described,Positive,0.5719,Positive,0.45,Positive,Positive
"Very disappointing, the product is nothing like advertised.",Negative,1,very disappointing the product is nothing like advertised,Negative,-0.6811,Negative,-0.78,Negative,Negative
"Waste of packaging materials, the product is worthless.",Negative,1,waste of packaging materials the product is worthless,Negative,-0.6908,Negative,-0.5,Negative,Negative
It functions but the design could be better.,Neutral,3,it functions but the design could be better,Positive,0.5927,Positive,0.5,Neutral,Neutral
"Very cheaply made, fell apart immediately.",Negative,1,very cheaply made fell apart immediately,Neutral,0.0,Positive,0.52,Negative,Negative
"Very good product for the price, satisfied.",Positive,5,very good product for the price satisfied,Positive,0.7178,Positive,0.705,Positive,Positive
Best purchase I've made this year.,Positive,5,best purchase ive made this year,Positive,0.6369,Positive,1.0,Positive,Positive
"Terrible purchase, already throwing it away.",Negative,1,terrible purchase already throwing it away,Negative,-0.4767,Negative,-1.0,Negative,Negative
It works fine but does not feel premium.,Neutral,3,it works fine but does not feel premium,Positive,0.1027,Positive,0.4166666666666667,Neutral,Neutral
Decent for the price point.,Neutral,3,decent for the price point,Neutral,0.0,Positive,0.16666666666666666,Neutral,Neutral
"It stopped working after two days, unacceptable.",Negative,1,it stopped working after two days unacceptable,Negative,-0.5994,Neutral,0.0,Negative,Negative
A wonderful product that I would recommend to anyone.,Positive,5,a wonderful product that i would recommend to anyone,Positive,0.7351,Positive,1.0,Positive,Positive
The quality control is non existent on this product.,Negative,1,the quality control is non existent on this product,Neutral,0.0,Neutral,0.0,Negative,Negative
The product is okay but the instructions were confusing.,Neutral,3,the product is okay but the instructions were confusing,Negative,-0.2263,Neutral,0.1,Neutral,Neutral
The worst online purchase I have ever made.,Negative,1,the worst online purchase i have ever made,Negative,-0.6249,Negative,-1.0,Negative,Negative
There are better options but this is fine.,Neutral,3,there are better options but this is fine,Positive,0.4854,Positive,0.45833333333333337,Neutral,Neutral
"Poor craftsmanship, looks nothing like the picture.",Negative,1,poor craftsmanship looks nothing like the picture,Negative,-0.6381,Negative,-0.4,Negative,Negative
"Very disappointing, the product is nothing like advertised.",Negative,1,very disappointing the product is nothing like advertised,Negative,-0.6811,Negative,-0.78,Negative,Negative
The best part is how easy it is to set up.,Positive,5,the best part is how easy it is to set up,Positive,0.7964,Positive,0.7166666666666667,Positive,Positive
"Super happy with this purchase, everything works perfectly.",Positive,5,super happy with this purchase everything works perfectly,Positive,0.9153,Positive,0.7111111111111111,Positive,Positive
"Super happy with this purchase, everything works perfectly.",Positive,5,super happy with this purchase everything works perfectly,Positive,0.9153,Positive,0.7111111111111111,Positive,Positive
Worst product I've ever bought.,Negative,1,worst product ive ever bought,Negative,-0.6249,Negative,-1.0,Negative,Negative
"Very well made, I can tell it will last a long time.",Positive,5,very well made i can tell it will last a long time,Positive,0.3384,Neutral,0.05000000000000001,Positive,Positive
Not great but not terrible either.,Neutral,3,not great but not terrible either,Positive,0.2924,Neutral,0.04999999999999999,Neutral,Neutral
Absolutely wonderful. Five stars!,Positive,5,absolutely wonderful five stars,Positive,0.6115,Positive,1.0,Positive,Positive
Not amazing but also not disappointing.,Neutral,3,not amazing but also not disappointing,Positive,0.3412,Neutral,-2.7755575615628914e-17,Neutral,Neutral
"Fantastic purchase, no regrets at all.",Positive,5,fantastic purchase no regrets at all,Neutral,-0.0258,Positive,0.225,Positive,Positive
Exceeded my expectations. Very happy!,Positive,5,exceeded my expectations very happy,Positive,0.6115,Positive,1.0,Positive,Positive
"Really good quality, arrived quickly and well packaged.",Positive,5,really good quality arrived quickly and well packaged,Positive,0.6478,Positive,0.5166666666666666,Positive,Positive
"Highly recommended, the customer service was also excellent.",Positive,5,highly recommended the customer service was also excellent,Positive,0.6997,Positive,0.58,Positive,Positive
"Incredible value for money, I am very impressed.",Positive,5,incredible value for money i am very impressed,Positive,0.6997,Positive,0.95,Positive,Positive
Do not waste your money on this junk.,Negative,1,do not waste your money on this junk,Positive,0.3252,Neutral,0.1,Negative,Negative
The worst quality I have ever seen.,Negative,1,the worst quality i have ever seen,Negative,-0.6249,Negative,-1.0,Negative,Negative
Great quality materials and good construction.,Positive,5,great quality materials and good construction,Positive,0.7906,Positive,0.75,Positive,Positive
"The quality is absolutely terrible, very disappointed.",Negative,1,the quality is absolutely terrible very disappointed,Negative,-0.7935,Negative,-0.9875,Negative,Negative
The worst quality I have ever seen.,Negative,1,the worst quality i have ever seen,Negative,-0.6249,Negative,-1.0,Negative,Negative
Great quality for the price.,Positive,5,great quality for the price,Positive,0.6249,Positive,0.8,Positive,Positive
"Terrible purchase, already throwing it away.",Negative,1,terrible purchase already throwing it away,Negative,-0.4767,Negative,-1.0,Negative,Negative
"The quality is okay, nothing to write home about.",Neutral,3,the quality is okay nothing to write home about,Positive,0.2263,Positive,0.5,Neutral,Neutral
"This is exactly what I needed, works great.",Positive,5,this is exactly what i needed works great,Positive,0.6249,Positive,0.525,Positive,Positive
"It is an okay product, does what it should.",Neutral,3,it is an okay product does what it should,Positive,0.2263,Positive,0.5,Neutral,Neutral
Exceeded my expectations. Very happy!,Positive,5,exceeded my expectations very happy,Positive,0.6115,Positive,1.0,Positive,Positive
Middle of the road product.,Neutral,3,middle of the road product,Neutral,0.0,Neutral,0.0,Neutral,Neutral
The product description was accurate.,Neutral,3,the product description was accurate,Neutral,0.0,Positive,0.4000000000000001,Neutral,Neutral
Not exactly what I expected but acceptable.,Neutral,3,not exactly what i expected but acceptable,Positive,0.4497,Negative,-0.1125,Neutral,Neutral
Not amazing but also not disappointing.,Neutral,3,not amazing but also not disappointing,Positive,0.3412,Neutral,-2.7755575615628914e-17,Neutral,Neutral
Very impressed with the quality and the fast shipping.,Positive,5,very impressed with the quality and the fast shipping,Positive,0.5256,Positive,0.6,Positive,Positive
Not exactly what I expected but acceptable.,Neutral,3,not exactly what i expected but acceptable,Positive,0.4497,Negative,-0.1125,Neutral,Neutral
Fast delivery and excellent product.,Positive,5,fast delivery and excellent product,Positive,0.5719,Positive,0.6,Positive,Positive
Worst product I've ever bought.,Negative,1,worst product ive ever bought,Negative,-0.6249,Negative,-1.0,Negative,Negative
"Works perfectly, highly recommend.",Positive,5,works perfectly highly recommend,Positive,0.7902,Positive,0.16,Positive,Positive
Not bad but not great either.,Neutral,3,not bad but not great either,Negative,-0.5448,Neutral,-0.02500000000000005,Neutral,Neutral
Fantastic build quality and very easy to use.,Positive,5,fantastic build quality and very easy to use,Positive,0.7778,Positive,0.4816666666666667,Positive,Positive
"Average performance, no major complaints.",Neutral,3,average performance no major complaints,Negative,-0.5994,Neutral,-0.090625,Neutral,Neutral
The product arrived on time but the packaging was poor.,Neutral,3,the product arrived on time but the packaging was poor,Negative,-0.631,Negative,-0.4,Neutral,Neutral
"Does not fit as described, very misleading.",Negative,1,does not fit as described very misleading,Negative,-0.6253,Neutral,0.0,Negative,Negative
Worst product I've ever bought.,Negative,1,worst product ive ever bought,Negative,-0.6249,Negative,-1.0,Negative,Negative
"Save your money, this is not worth anything.",Negative,1,save your money this is not worth anything,Positive,0.3682,Negative,-0.15,Negative,Negative
Very satisfied with this purchase.,Positive,5,very satisfied with this purchase,Positive,0.4754,Positive,0.65,Positive,Positive
"It stopped working after two days, unacceptable.",Negative,1,it stopped working after two days unacceptable,Negative,-0.5994,Neutral,0.0,Negative,Negative
"Very good product for the price, satisfied.",Positive,5,very good product for the price satisfied,Positive,0.7178,Positive,0.705,Positive,Positive
Do not waste your money on this junk.,Negative,1,do not waste your money on this junk,Positive,0.3252,Neutral,0.1,Negative,Negative
"This is exactly what I needed, works great.",Positive,5,this is exactly what i needed works great,Positive,0.6249,Positive,0.525,Positive,Positive
Good enough for occasional use.,Neutral,3,good enough for occasional use,Positive,0.4404,Positive,0.2333333333333333,Neutral,Neutral
Really impressed with the durability and finish.,Positive,5,really impressed with the durability and finish,Positive,0.5256,Positive,1.0,Positive,Positive
Good enough for occasional use.,Neutral,3,good enough for occasional use,Positive,0.4404,Positive,0.2333333333333333,Neutral,Neutral
Waste of money. Do not recommend.,Negative,1,waste of money do not recommend,Negative,-0.6007,Negative,-0.2,Negative,Negative
Great quality for the price.,Positive,5,great quality for the price,Positive,0.6249,Positive,0.8,Positive,Positive
"The product broke under normal use, very poor.",Negative,1,the product broke under normal use very poor,Negative,-0.7346,Negative,-0.185,Negative,Negative
Exceeded my expectations in every way possible.,Positive,5,exceeded my expectations in every way possible,Neutral,0.0,Neutral,0.0,Positive,Positive
Above and beyond what I expected for this price.,Positive,5,above and beyond what i expected for this price,Neutral,0.0,Neutral,-0.05,Positive,Positive
"Very low quality, not usable at all.",Negative,1,very low quality not usable at all,Negative,-0.3384,Neutral,0.0,Negative,Negative
The product arrived damaged and unusable.,Negative,1,the product arrived damaged and unusable,Negative,-0.4404,Neutral,0.0,Negative,Negative
"Superb quality, would buy again.",Positive,5,superb quality would buy again,Positive,0.6249,Positive,1.0,Positive,Positive
"Super happy with this purchase, everything works perfectly.",Positive,5,super happy with this purchase everything works perfectly,Positive,0.9153,Positive,0.7111111111111111,Positive,Positive
"Terrible purchase, already throwing it away.",Negative,1,terrible purchase already throwing it away,Negative,-0.4767,Negative,-1.0,Negative,Negative
Neither impressed nor disappointed.,Neutral,3,neither impressed nor disappointed,Negative,-0.5724,Positive,0.125,Neutral,Neutral
Really well packaged and arrived in perfect condition.,Positive,5,really well packaged and arrived in perfect condition,Positive,0.7264,Positive,0.6,Positive,Positive
"Awful product, does not work at all.",Negative,1,awful product does not work at all,Negative,-0.4588,Negative,-1.0,Negative,Negative
"I am extremely happy with my purchase, would buy again.",Positive,5,i am extremely happy with my purchase would buy again,Positive,0.6115,Positive,0.8,Positive,Positive
Not bad but not great either.,Neutral,3,not bad but not great either,Negative,-0.5448,Neutral,-0.02500000000000005,Neutral,Neutral
Great quality for the price.,Positive,5,great quality for the price,Positive,0.6249,Positive,0.8,Positive,Positive
"Really good quality, arrived quickly and well packaged.",Positive,5,really good quality arrived quickly and well packaged,Positive,0.6478,Positive,0.5166666666666666,Positive,Positive
"Five stars, excellent quality and quick delivery.",Positive,5,five stars excellent quality and quick delivery,Positive,0.5719,Positive,0.6666666666666666,Positive,Positive
Good enough for occasional use.,Neutral,3,good enough for occasional use,Positive,0.4404,Positive,0.2333333333333333,Neutral,Neutral
Looks great and works even better.,Positive,5,looks great and works even better,Positive,0.7906,Positive,0.65,Positive,Positive
"Fell apart during first use, total garbage.",Negative,1,fell apart during first use total garbage,Neutral,0.0,Positive,0.125,Negative,Negative
Exceeded my expectations. Very happy!,Positive,5,exceeded my expectations very happy,Positive,0.6115,Positive,1.0,Positive,Positive
The worst online purchase I have ever made.,Negative,1,the worst online purchase i have ever made,Negative,-0.6249,Negative,-1.0,Negative,Negative
Great customer support and fantastic product.,Positive,5,great customer support and fantastic product,Positive,0.886,Positive,0.6000000000000001,Positive,Positive
"Incredible value for money, I am very impressed.",Positive,5,incredible value for money i am very impressed,Positive,0.6997,Positive,0.95,Positive,Positive
It gets the job done but could be better.,Neutral,3,it gets the job done but could be better,Positive,0.5927,Positive,0.5,Neutral,Neutral
"Waste of packaging materials, the product is worthless.",Negative,1,waste of packaging materials the product is worthless,Negative,-0.6908,Negative,-0.5,Negative,Negative
The worst quality I have ever seen.,Negative,1,the worst quality i have ever seen,Negative,-0.6249,Negative,-1.0,Negative,Negative
Awful experience from start to finish.,Negative,1,awful experience from start to finish,Negative,-0.4588,Negative,-1.0,Negative,Negative
Very pleased with the quality and functionality.,Positive,5,very pleased with the quality and functionality,Positive,0.4927,Positive,0.65,Positive,Positive
"Horrible quality, I want my money back.",Negative,1,horrible quality i want my money back,Negative,-0.4939,Negative,-0.5,Negative,Negative
"Average product, nothing special.",Neutral,3,average product nothing special,Negative,-0.3089,Positive,0.10357142857142858,Neutral,Neutral
It serves its purpose but I would not buy again.,Neutral,3,it serves its purpose but i would not buy again,Neutral,0.0,Neutral,0.0,Neutral,Neutral
"It stopped working after two days, unacceptable.",Negative,1,it stopped working after two days unacceptable,Negative,-0.5994,Neutral,0.0,Negative,Negative
Best purchase I've made this year.,Positive,5,best purchase ive made this year,Positive,0.6369,Positive,1.0,Positive,Positive
This is the worst purchase I have ever made.,Negative,1,this is the worst purchase i have ever made,Negative,-0.6249,Negative,-1.0,Negative,Negative
"Does not fit as described, very misleading.",Negative,1,does not fit as described very misleading,Negative,-0.6253,Neutral,0.0,Negative,Negative
"The quality is okay, nothing to write home about.",Neutral,3,the quality is okay nothing to write home about,Positive,0.2263,Positive,0.5,Neutral,Neutral
The product arrived damaged and unusable.,Negative,1,the product arrived damaged and unusable,Negative,-0.4404,Neutral,0.0,Negative,Negative
I had high hopes but this was a huge letdown.,Negative,1,i had high hopes but this was a huge letdown,Positive,0.5927,Positive,0.28,Negative,Negative
It works fine but does not feel premium.,Neutral,3,it works fine but does not feel premium,Positive,0.1027,Positive,0.4166666666666667,Neutral,Neutral
Very impressed with the quality and the fast shipping.,Positive,5,very impressed with the quality and the fast shipping,Positive,0.5256,Positive,0.6,Positive,Positive
This is the worst purchase I have ever made.,Negative,1,this is the worst purchase i have ever made,Negative,-0.6249,Negative,-1.0,Negative,Negative
"The product itself is fine, shipping was slow.",Neutral,3,the product itself is fine shipping was slow,Positive,0.2023,Neutral,0.05833333333333332,Neutral,Neutral
"It stopped working after two days, unacceptable.",Negative,1,it stopped working after two days unacceptable,Negative,-0.5994,Neutral,0.0,Negative,Negative
"This is exactly what I needed, works great.",Positive,5,this is exactly what i needed works great,Positive,0.6249,Positive,0.525,Positive,Positive
Not exactly what I expected but acceptable.,Neutral,3,not exactly what i expected but acceptable,Positive,0.4497,Negative,-0.1125,Neutral,Neutral
"Highly recommend, the product exceeded expectations.",Positive,5,highly recommend the product exceeded expectations,Positive,0.4201,Positive,0.16,Positive,Positive
"Incredible value for money, I am very impressed.",Positive,5,incredible value for money i am very impressed,Positive,0.6997,Positive,0.95,Positive,Positive
"The product itself is fine, shipping was slow.",Neutral,3,the product itself is fine shipping was slow,Positive,0.2023,Neutral,0.05833333333333332,Neutral,Neutral
Decent product but overpriced in my opinion.,Neutral,3,decent product but overpriced in my opinion,Neutral,0.0,Positive,0.16666666666666666,Neutral,Neutral
The product arrived damaged and unusable.,Negative,1,the product arrived damaged and unusable,Negative,-0.4404,Neutral,0.0,Negative,Negative
"Horrible quality, I want my money back.",Negative,1,horrible quality i want my money back,Negative,-0.4939,Negative,-0.5,Negative,Negative
Functional but the design could use improvement.,Neutral,3,functional but the design could use improvement,Positive,0.6124,Neutral,0.0,Neutral,Neutral
Awful experience from start to finish.,Negative,1,awful experience from start to finish,Negative,-0.4588,Negative,-1.0,Negative,Negative
"Five stars, excellent quality and quick delivery.",Positive,5,five stars excellent quality and quick delivery,Positive,0.5719,Positive,0.6666666666666666,Positive,Positive
"Highly recommend, the product exceeded expectations.",Positive,5,highly recommend the product exceeded expectations,Positive,0.4201,Positive,0.16,Positive,Positive
Absolutely wonderful. Five stars!,Positive,5,absolutely wonderful five stars,Positive,0.6115,Positive,1.0,Positive,Positive
"It's okay, does the job.",Neutral,3,its okay does the job,Positive,0.2263,Positive,0.5,Neutral,Neutral
"This product is a scam, do not buy.",Negative,1,this product is a scam do not buy,Negative,-0.5719,Neutral,0.0,Negative,Negative
Great quality for the price.,Positive,5,great quality for the price,Positive,0.6249,Positive,0.8,Positive,Positive
It serves its purpose but I would not buy again.,Neutral,3,it serves its purpose but i would not buy again,Neutral,0.0,Neutral,0.0,Neutral,Neutral
"Highly recommended, the customer service was also excellent.",Positive,5,highly recommended the customer service was also excellent,Positive,0.6997,Positive,0.58,Positive,Positive
Exceeded my expectations in every way possible.,Positive,5,exceeded my expectations in every way possible,Neutral,0.0,Neutral,0.0,Positive,Positive
The worst online purchase I have ever made.,Negative,1,the worst online purchase i have ever made,Negative,-0.6249,Negative,-1.0,Negative,Negative
"Useless product, complete waste of money.",Negative,1,useless product complete waste of money,Negative,-0.6808,Negative,-0.20000000000000004,Negative,Negative
I am extremely unhappy with this product.,Negative,1,i am extremely unhappy with this product,Negative,-0.4754,Negative,-0.6,Negative,Negative
Broke within the first week of use.,Negative,1,broke within the first week of use,Negative,-0.4215,Positive,0.25,Negative,Negative
"The product broke under normal use, very poor.",Negative,1,the product broke under normal use very poor,Negative,-0.7346,Negative,-0.185,Negative,Negative
"Horrible quality, I want my money back.",Negative,1,horrible quality i want my money back,Negative,-0.4939,Negative,-0.5,Negative,Negative
"Seems okay so far, time will tell how it holds up.",Neutral,3,seems okay so far time will tell how it holds up,Positive,0.2263,Positive,0.3,Neutral,Neutral
"Very good product for the price, satisfied.",Positive,5,very good product for the price satisfied,Positive,0.7178,Positive,0.705,Positive,Positive
The product is okay but the instructions were confusing.,Neutral,3,the product is okay but the instructions were confusing,Negative,-0.2263,Neutral,0.1,Neutral,Neutral
Exceeded my expectations in every way possible.,Positive,5,exceeded my expectations in every way possible,Neutral,0.0,Neutral,0.0,Positive,Positive
The product works but feels a bit cheap.,Neutral,3,the product works but feels a bit cheap,Neutral,0.0,Positive,0.4,Neutral,Neutral
"Good for basic needs, not for heavy use.",Neutral,3,good for basic needs not for heavy use,Positive,0.4404,Positive,0.16666666666666666,Neutral,Neutral
"Excellent product, very sturdy and well designed.",Positive,5,excellent product very sturdy and well designed,Positive,0.7239,Positive,0.6,Positive,Positive
Very pleased with the quality and functionality.,Positive,5,very pleased with the quality and functionality,Positive,0.4927,Positive,0.65,Positive,Positive
Really well packaged and arrived in perfect condition.,Positive,5,really well packaged and arrived in perfect condition,Positive,0.7264,Positive,0.6,Positive,Positive
The worst online purchase I have ever made.,Negative,1,the worst online purchase i have ever made,Negative,-0.6249,Negative,-1.0,Negative,Negative
The product is defective and there is no support.,Negative,1,the product is defective and there is no support,Negative,-0.34,Neutral,0.0,Negative,Negative
Good enough for occasional use.,Neutral,3,good enough for occasional use,Positive,0.4404,Positive,0.2333333333333333,Neutral,Neutral
Very satisfied with this purchase.,Positive,5,very satisfied with this purchase,Positive,0.4754,Positive,0.65,Positive,Positive
Neither impressed nor disappointed.,Neutral,3,neither impressed nor disappointed,Negative,-0.5724,Positive,0.125,Neutral,Neutral
"Outstanding performance, worth every penny.",Positive,5,outstanding performance worth every penny,Positive,0.7096,Positive,0.4,Positive,Positive
"The quality is absolutely terrible, very disappointed.",Negative,1,the quality is absolutely terrible very disappointed,Negative,-0.7935,Negative,-0.9875,Negative,Negative
"This is a great buy, quality is superb.",Positive,5,this is a great buy quality is superb,Positive,0.8481,Positive,0.9,Positive,Positive
"Perfect condition, works exactly as shown in the description.",Positive,5,perfect condition works exactly as shown in the description,Positive,0.5719,Positive,0.625,Positive,Positive
"I am so glad I bought this, it is wonderful.",Positive,5,i am so glad i bought this it is wonderful,Positive,0.7902,Positive,0.75,Positive,Positive
It serves its purpose but I would not buy again.,Neutral,3,it serves its purpose but i would not buy again,Neutral,0.0,Neutral,0.0,Neutral,Neutral
The quality control is non existent on this product.,Negative,1,the quality control is non existent on this product,Neutral,0.0,Neutral,0.0,Negative,Negative
"I love this product, it has made my life so much easier.",Positive,5,i love this product it has made my life so much easier,Positive,0.8062,Positive,0.35,Positive,Positive
Disappointed with this purchase.,Negative,1,disappointed with this purchase,Negative,-0.4767,Negative,-0.75,Negative,Negative
"Super happy with this purchase, everything works perfectly.",Positive,5,super happy with this purchase everything works perfectly,Positive,0.9153,Positive,0.7111111111111111,Positive,Positive
"Avoid at all costs, this is not worth it.",Negative,1,avoid at all costs this is not worth it,Negative,-0.434,Negative,-0.15,Negative,Negative
Very impressed with the quality and the fast shipping.,Positive,5,very impressed with the quality and the fast shipping,Positive,0.5256,Positive,0.6,Positive,Positive
"I regret buying this, complete waste.",Negative,1,i regret buying this complete waste,Negative,-0.6808,Neutral,-0.05,Negative,Negative
Smooth transaction and excellent product quality.,Positive,5,smooth transaction and excellent product quality,Positive,0.5719,Positive,0.7,Positive,Positive
The quality exceeded what I expected at this price point.,Positive,5,the quality exceeded what i expected at this price point,Neutral,0.0,Neutral,-0.1,Positive,Positive
"Decent enough, no issues so far.",Neutral,3,decent enough no issues so far,Negative,-0.296,Neutral,0.08888888888888889,Neutral,Neutral
The worst quality I have ever seen.,Negative,1,the worst quality i have ever seen,Negative,-0.6249,Negative,-1.0,Negative,Negative
"I am extremely happy with my purchase, would buy again.",Positive,5,i am extremely happy with my purchase would buy again,Positive,0.6115,Positive,0.8,Positive,Positive
Great quality materials and good construction.,Positive,5,great quality materials and good construction,Positive,0.7906,Positive,0.75,Positive,Positive
